pedido_id,data_pedido,cliente_id,cidade,estado,categoria,produto,quantidade,preco_unitario,valor_total,desconto,valor_final,forma_pagamento,status
PED02219,2024-02-13,CLI1772,Rio de Janeiro,RJ,Brinquedos,Carrinho Hot Wheels,1,52.81,52.81,0.0,52.81,cartão crédito,cancelado
PED02220,2024-12-18,CLI7814,Manaus,AM,Brinquedos,Carrinho Hot Wheels,1,33.25,33.25,0.0,33.25,boleto,cancelado
PED02221,2024-09-05,CLI1590,Porto Alegre,RS,Eletrônicos,Smart TV 50pol,1,2436.18,2436.18,0.0,2436.18,boleto,entregue
PED02222,2024-12-21,CLI3919,Salvador,BA,Informática,Mouse Gamer,3,143.82,431.46,39.95,391.51,pix,entregue
PED02223,2024-09-09,CLI5170,Fortaleza,CE,Roupas,Calça Jeans,1,109.35,109.35,0.0,109.35,cartão crédito,entregue
PED02224,2024-05-28,CLI3364,Belo Horizonte,MG,Alimentos,Whey Protein 2kg,2,146.17,292.34,0.0,292.34,cartão crédito,entregue
PED02225,2024-11-26,CLI4151,Fortaleza,CE,Calçados,Sandalia Havaianas,3,71.11,213.33,0.0,213.33,cartão crédito,em transporte
PED02226,2024-05-28,CLI5948,Porto Alegre,RS,Eletrônicos,Smart TV 50pol,5,2943.04,14715.2,0.0,14715.2,pix,processando
PED02227,2024-11-02,CLI6416,Belém,PA,Eletrônicos,Fone Bluetooth,5,360.15,1800.75,0.0,1800.75,cartão crédito,entregue
PED02228,2024-12-15,CLI9314,Fortaleza,CE,Brinquedos,LEGO City,2,203.1,406.2,0.0,406.2,boleto,entregue
PED02229,2024-11-15,CLI3976,Florianópolis,SC,Roupas,Vestido Floral,3,126.0,378.0,28.17,349.83,pix,entregue
PED02230,2024-05-17,CLI8411,Belo Horizonte,MG,Casa e Jardim,Jogo de Panelas,5,335.27,1676.35,0.0,1676.35,pix,entregue
PED02231,2024-01-09,CLI2319,Fortaleza,CE,Beleza,Perfume Importado,2,329.77,659.54,0.0,659.54,pix,entregue
PED02232,2024-11-30,CLI3583,Salvador,BA,Alimentos,Cafe Premium 500g,2,62.38,124.76,0.0,124.76,cartão crédito,cancelado
PED02233,2024-07-29,CLI1688,Curitiba,PR,Esporte,Bicicleta MTB,1,1348.39,1348.39,187.89,1160.5,cartão crédito,cancelado
PED02234,2024-08-25,CLI3525,Goiânia,GO,Beleza,Kit Skincare,5,128.27,641.35,0.0,641.35,boleto,entregue
PED02235,2024-07-12,CLI6492,Rio de Janeiro,RJ,Calçados,Bota Couro,3,399.22,1197.66,7.68,1189.98,boleto,entregue
PED02236,2024-02-19,CLI4354,Curitiba,PR,Informática,SSD 1TB,1,558.52,558.52,0.0,558.52,boleto,entregue
PED02237,2024-05-19,CLI9756,Belém,PA,Casa e Jardim,Vaso Decorativo,5,100.82,504.1,0.0,504.1,cartão crédito,em transporte
PED02238,2024-03-29,CLI7096,Rio de Janeiro,RJ,Calçados,Tenis Nike,1,311.87,311.87,0.0,311.87,boleto,entregue
PED02239,2024-08-10,CLI7834,Manaus,AM,Alimentos,Azeite Importado,1,75.56,75.56,0.0,75.56,pix,entregue
PED02240,2024-09-28,CLI5294,Salvador,BA,Livros,Python para Dados,1,88.32,88.32,0.0,88.32,pix,cancelado
PED02241,2024-12-10,CLI1697,São Paulo,SP,Eletrônicos,Fone Bluetooth,3,397.21,1191.63,149.64,1041.99,pix,entregue
PED02242,2024-05-05,CLI9532,Salvador,BA,Informática,SSD 1TB,4,476.9,1907.6,0.0,1907.6,cartão débito,processando
PED02243,2024-03-01,CLI8132,Belém,PA,Livros,Sapiens,4,54.09,216.36,24.31,192.05,boleto,entregue
PED02244,2024-08-11,CLI3933,Belo Horizonte,MG,Casa e Jardim,Aspirador Robo,2,667.08,1334.16,0.0,1334.16,cartão crédito,entregue
PED02245,2024-03-24,CLI5144,Belém,PA,Calçados,Tenis Nike,3,491.56,1474.68,0.0,1474.68,pix,entregue
PED02246,2024-12-24,CLI2475,Rio de Janeiro,RJ,Roupas,Calça Jeans,4,239.4,957.6,81.64,875.96,pix,processando
PED02247,2024-11-08,CLI5549,Belém,PA,Informática,Teclado Mecanico,2,530.15,1060.3,0.0,1060.3,pix,em transporte
PED02248,2024-10-08,CLI1934,São Paulo,SP,Alimentos,Cafe Premium 500g,2,50.55,101.1,0.0,101.1,cartão crédito,entregue
PED02249,2024-02-01,CLI6698,São Paulo,SP,Livros,Python para Dados,1,139.0,139.0,14.72,124.28,cartão crédito,em transporte
PED02250,2024-02-19,CLI6271,São Paulo,SP,Calçados,Bota Couro,3,258.02,774.06,0.0,774.06,boleto,entregue
PED02251,2024-04-30,CLI1031,Manaus,AM,Beleza,Perfume Importado,3,176.18,528.54,0.0,528.54,cartão débito,cancelado
PED02252,2024-02-01,CLI8390,São Paulo,SP,Calçados,Sandalia Havaianas,5,40.25,201.25,23.16,178.09,pix,cancelado
PED02253,2024-03-31,CLI4388,Manaus,AM,Livros,O Senhor dos Aneis,4,105.38,421.52,54.24,367.28,pix,cancelado
PED02254,2024-02-12,CLI6508,Manaus,AM,Livros,Sapiens,2,50.72,101.44,0.0,101.44,boleto,entregue
PED02255,2024-08-10,CLI5992,Manaus,AM,Alimentos,Whey Protein 2kg,2,183.62,367.24,0.0,367.24,cartão crédito,entregue
PED02256,2024-04-25,CLI3496,Florianópolis,SC,Roupas,Camiseta Polo,2,119.74,239.48,7.22,232.26,cartão crédito,em transporte
PED02257,2024-11-03,CLI2037,Florianópolis,SC,Alimentos,Azeite Importado,2,57.47,114.94,0.0,114.94,pix,entregue
PED02258,2024-02-18,CLI1711,Goiânia,GO,Beleza,Secador Profissional,1,271.82,271.82,20.1,251.72,pix,processando
PED02259,2024-02-21,CLI5364,Goiânia,GO,Beleza,Secador Profissional,2,151.88,303.76,24.52,279.24,cartão crédito,processando
PED02260,2024-07-28,CLI8547,Rio de Janeiro,RJ,Roupas,Vestido Floral,2,178.75,357.5,0.0,357.5,pix,em transporte
PED02261,2024-10-04,CLI5897,Florianópolis,SC,Roupas,Calça Jeans,5,151.23,756.15,72.96,683.19,cartão débito,em transporte
PED02262,2024-07-19,CLI7039,Fortaleza,CE,Brinquedos,LEGO City,1,497.2,497.2,11.24,485.96,boleto,processando
PED02263,2024-02-18,CLI6303,Belo Horizonte,MG,Livros,Sapiens,4,78.19,312.76,16.6,296.16,pix,entregue
PED02264,2024-06-15,CLI5470,Curitiba,PR,Esporte,Tenis Running,5,537.27,2686.35,65.48,2620.87,boleto,entregue
PED02265,2024-11-07,CLI8291,São Paulo,SP,Eletrônicos,Fone Bluetooth,3,371.65,1114.95,0.0,1114.95,cartão débito,em transporte
PED02266,2024-06-04,CLI8174,Rio de Janeiro,RJ,Brinquedos,LEGO City,5,323.6,1618.0,0.0,1618.0,pix,cancelado
PED02267,2024-10-31,CLI6029,Recife,PE,Livros,Python para Dados,1,124.99,124.99,0.0,124.99,boleto,em transporte
PED02268,2024-07-26,CLI2233,Porto Alegre,RS,Brinquedos,Boneca Barbie,5,122.23,611.15,52.34,558.81,pix,entregue
PED02269,2024-05-27,CLI9503,Recife,PE,Informática,SSD 1TB,3,345.02,1035.06,0.0,1035.06,boleto,entregue
PED02270,2024-07-13,CLI9744,Porto Alegre,RS,Casa e Jardim,Aspirador Robo,5,921.86,4609.3,0.0,4609.3,cartão crédito,entregue
PED02271,2024-11-23,CLI7463,Manaus,AM,Esporte,Kit Musculacao,1,516.93,516.93,0.0,516.93,cartão crédito,entregue
PED02272,2024-08-22,CLI7499,São Paulo,SP,Calçados,Tenis Nike,1,307.41,307.41,0.0,307.41,pix,entregue
PED02273,2024-05-18,CLI5139,Manaus,AM,Alimentos,Azeite Importado,1,40.9,40.9,0.0,40.9,cartão débito,cancelado
PED02274,2024-10-11,CLI1674,Curitiba,PR,Roupas,Camiseta Polo,1,110.07,110.07,0.0,110.07,cartão débito,entregue
PED02275,2024-05-14,CLI2736,Florianópolis,SC,Esporte,Tenis Running,5,520.43,2602.15,287.63,2314.52,pix,entregue
PED02276,2024-01-07,CLI1010,São Paulo,SP,Livros,O Senhor dos Aneis,1,68.96,68.96,8.15,60.81,cartão crédito,entregue
PED02277,2024-10-30,CLI6830,Belém,PA,Beleza,Secador Profissional,4,377.93,1511.72,0.0,1511.72,boleto,entregue
PED02278,2024-10-16,CLI8180,Curitiba,PR,Eletrônicos,Fone Bluetooth,4,223.2,892.8,0.0,892.8,pix,em transporte
PED02279,2024-09-02,CLI1319,Florianópolis,SC,Esporte,Kit Musculacao,4,427.79,1711.16,0.0,1711.16,boleto,entregue
PED02280,2024-02-27,CLI4343,Goiânia,GO,Alimentos,Whey Protein 2kg,2,186.31,372.62,1.95,370.67,pix,entregue
PED02281,2024-05-09,CLI1708,Belo Horizonte,MG,Roupas,Camiseta Polo,2,84.42,168.84,0.0,168.84,pix,entregue
PED02282,2024-07-24,CLI3700,Salvador,BA,Esporte,Tenis Running,3,681.88,2045.64,0.0,2045.64,cartão débito,entregue
PED02283,2024-08-11,CLI3243,Recife,PE,Livros,O Senhor dos Aneis,2,67.01,134.02,12.29,121.73,cartão débito,entregue
PED02284,2024-04-30,CLI5831,Curitiba,PR,Calçados,Tenis Nike,2,293.71,587.42,0.0,587.42,pix,processando
PED02285,2024-05-27,CLI6335,Goiânia,GO,Eletrônicos,Fone Bluetooth,4,226.83,907.32,41.32,866.0,cartão débito,cancelado
PED02286,2024-04-28,CLI4690,Manaus,AM,Casa e Jardim,Vaso Decorativo,4,66.1,264.4,0.0,264.4,cartão débito,entregue
PED02287,2024-03-26,CLI1923,Florianópolis,SC,Brinquedos,LEGO City,2,286.24,572.48,18.73,553.75,cartão crédito,em transporte
PED02288,2024-02-04,CLI8738,Florianópolis,SC,Casa e Jardim,Aspirador Robo,2,995.05,1990.1,277.77,1712.33,cartão crédito,processando
PED02289,2024-05-18,CLI9938,Manaus,AM,Calçados,Bota Couro,4,348.4,1393.6,0.0,1393.6,boleto,entregue
PED02290,2024-03-28,CLI6001,Belo Horizonte,MG,Informática,Teclado Mecanico,5,328.39,1641.95,136.48,1505.47,cartão crédito,em transporte
PED02291,2024-09-14,CLI9015,Salvador,BA,Beleza,Perfume Importado,3,143.32,429.96,0.0,429.96,cartão débito,cancelado
PED02292,2024-11-22,CLI6951,São Paulo,SP,Roupas,Calça Jeans,1,89.31,89.31,7.09,82.22,cartão débito,cancelado
PED02293,2024-04-27,CLI4519,Salvador,BA,Roupas,Calça Jeans,4,157.2,628.8,0.0,628.8,cartão débito,processando
PED02294,2024-05-31,CLI8557,Rio de Janeiro,RJ,Calçados,Sandalia Havaianas,4,82.43,329.72,42.2,287.52,cartão crédito,entregue
PED02295,2024-11-04,CLI1600,Curitiba,PR,Informática,Teclado Mecanico,5,383.78,1918.9,0.0,1918.9,cartão débito,entregue
PED02296,2024-09-28,CLI7902,Curitiba,PR,Brinquedos,Carrinho Hot Wheels,5,26.06,130.3,0.0,130.3,cartão crédito,processando
PED02297,2024-04-03,CLI1613,Fortaleza,CE,Roupas,Vestido Floral,2,135.53,271.06,37.34,233.72,pix,entregue
PED02298,2024-06-29,CLI8862,Belo Horizonte,MG,Alimentos,Azeite Importado,2,80.6,161.2,0.0,161.2,pix,entregue
PED02299,2024-06-10,CLI2025,Goiânia,GO,Casa e Jardim,Jogo de Panelas,3,356.8,1070.4,0.0,1070.4,cartão débito,entregue
PED02300,2024-06-16,CLI4709,Florianópolis,SC,Roupas,Calça Jeans,3,149.46,448.38,14.31,434.07,pix,processando
PED02301,2024-12-17,CLI4080,Recife,PE,Alimentos,Cafe Premium 500g,1,50.48,50.48,2.7,47.78,cartão débito,entregue
PED02302,2024-07-12,CLI7512,Belo Horizonte,MG,Livros,Python para Dados,1,138.82,138.82,0.0,138.82,pix,entregue
PED02303,2024-11-05,CLI5209,Belém,PA,Esporte,Bicicleta MTB,2,2183.18,4366.36,0.0,4366.36,pix,em transporte
PED02304,2024-10-26,CLI1605,São Paulo,SP,Livros,Python para Dados,3,84.21,252.63,0.0,252.63,cartão crédito,entregue
PED02305,2024-01-09,CLI4833,Manaus,AM,Alimentos,Azeite Importado,5,57.01,285.05,0.0,285.05,boleto,em transporte
PED02306,2024-07-28,CLI9553,Goiânia,GO,Beleza,Perfume Importado,1,281.98,281.98,0.0,281.98,cartão débito,entregue
PED02307,2024-09-21,CLI8500,Porto Alegre,RS,Calçados,Bota Couro,3,316.96,950.88,73.4,877.48,pix,entregue
PED02308,2024-09-08,CLI6710,Salvador,BA,Brinquedos,LEGO City,5,473.25,2366.25,0.0,2366.25,pix,entregue
PED02309,2024-03-14,CLI8227,Rio de Janeiro,RJ,Alimentos,Azeite Importado,1,82.13,82.13,0.0,82.13,boleto,cancelado
PED02310,2024-02-07,CLI5902,Belo Horizonte,MG,Brinquedos,Carrinho Hot Wheels,5,46.32,231.6,29.38,202.22,pix,cancelado
PED02311,2024-02-11,CLI1235,Recife,PE,Casa e Jardim,Vaso Decorativo,5,112.58,562.9,0.0,562.9,cartão débito,processando
PED02312,2024-06-17,CLI5356,Rio de Janeiro,RJ,Informática,SSD 1TB,3,666.36,1999.08,0.0,1999.08,cartão crédito,entregue
PED02313,2024-04-03,CLI4565,Florianópolis,SC,Brinquedos,LEGO City,5,498.47,2492.35,39.18,2453.17,boleto,entregue
PED02314,2024-10-01,CLI2342,Rio de Janeiro,RJ,Casa e Jardim,Vaso Decorativo,5,67.34,336.7,0.0,336.7,pix,entregue
PED02315,2024-01-06,CLI3734,São Paulo,SP,Informática,Teclado Mecanico,5,231.91,1159.55,58.54,1101.01,cartão crédito,entregue
PED02316,2024-08-05,CLI4403,Fortaleza,CE,Brinquedos,Carrinho Hot Wheels,1,37.96,37.96,0.0,37.96,cartão crédito,processando
PED02317,2024-01-11,CLI8613,Florianópolis,SC,Beleza,Perfume Importado,3,291.24,873.72,0.0,873.72,boleto,entregue
PED02318,2024-03-03,CLI4950,Rio de Janeiro,RJ,Beleza,Perfume Importado,2,274.87,549.74,0.0,549.74,pix,entregue
PED02319,2024-08-30,CLI3202,Porto Alegre,RS,Eletrônicos,Smartphone Samsung,5,1489.0,7445.0,0.0,7445.0,boleto,processando
PED02320,2024-10-20,CLI9701,São Paulo,SP,Beleza,Kit Skincare,1,109.2,109.2,0.0,109.2,cartão débito,processando
PED02321,2024-06-16,CLI3222,São Paulo,SP,Alimentos,Cafe Premium 500g,5,58.69,293.45,0.0,293.45,cartão débito,entregue
PED02322,2024-12-22,CLI9129,Manaus,AM,Brinquedos,LEGO City,4,220.9,883.6,0.0,883.6,cartão crédito,entregue
PED02323,2024-11-02,CLI5019,Fortaleza,CE,Livros,O Senhor dos Aneis,4,64.73,258.92,19.79,239.13,cartão crédito,entregue
PED02324,2024-08-08,CLI7008,Rio de Janeiro,RJ,Casa e Jardim,Vaso Decorativo,1,96.35,96.35,7.87,88.48,boleto,entregue
PED02325,2024-07-16,CLI4922,Fortaleza,CE,Brinquedos,Carrinho Hot Wheels,2,28.01,56.02,0.0,56.02,pix,entregue
PED02326,2024-05-28,CLI7437,Curitiba,PR,Informática,Mouse Gamer,3,199.74,599.22,9.1,590.12,boleto,cancelado
PED02327,2024-04-03,CLI1461,Recife,PE,Eletrônicos,Smart TV 50pol,2,2973.65,5947.3,420.66,5526.64,cartão crédito,cancelado
PED02328,2024-05-07,CLI3901,Porto Alegre,RS,Informática,Teclado Mecanico,4,363.94,1455.76,0.0,1455.76,pix,entregue
PED02329,2024-01-18,CLI8566,Rio de Janeiro,RJ,Livros,Python para Dados,3,85.5,256.5,15.86,240.64,cartão débito,em transporte
PED02330,2024-05-15,CLI7116,São Paulo,SP,Casa e Jardim,Aspirador Robo,5,1123.32,5616.6,252.42,5364.18,cartão crédito,entregue
PED02331,2024-04-19,CLI5326,São Paulo,SP,Casa e Jardim,Vaso Decorativo,5,83.75,418.75,0.0,418.75,cartão crédito,entregue
PED02332,2024-05-14,CLI5246,Goiânia,GO,Livros,O Senhor dos Aneis,4,68.06,272.24,35.62,236.62,boleto,entregue
PED02333,2024-06-11,CLI1354,Curitiba,PR,Brinquedos,LEGO City,5,426.49,2132.45,0.0,2132.45,pix,entregue
PED02334,2024-12-03,CLI1058,Belém,PA,Informática,Mouse Gamer,4,233.92,935.68,0.0,935.68,pix,entregue
PED02335,2024-11-10,CLI8443,Manaus,AM,Calçados,Bota Couro,5,429.06,2145.3,0.0,2145.3,cartão débito,processando
PED02336,2024-06-17,CLI8433,Manaus,AM,Beleza,Kit Skincare,1,182.68,182.68,0.0,182.68,cartão crédito,processando
PED02337,2024-11-24,CLI2963,Fortaleza,CE,Brinquedos,LEGO City,4,279.76,1119.04,0.0,1119.04,cartão crédito,processando
PED02338,2024-09-24,CLI9310,Rio de Janeiro,RJ,Livros,Python para Dados,1,96.25,96.25,8.53,87.72,pix,entregue
PED02339,2024-09-19,CLI4834,Curitiba,PR,Alimentos,Whey Protein 2kg,4,224.3,897.2,0.0,897.2,cartão crédito,entregue
PED02340,2024-04-29,CLI1138,Florianópolis,SC,Esporte,Kit Musculacao,4,205.57,822.28,0.0,822.28,pix,entregue
PED02341,2024-01-12,CLI9928,Belo Horizonte,MG,Informática,Mouse Gamer,3,164.39,493.17,64.61,428.56,cartão crédito,entregue
PED02342,2024-02-04,CLI3791,Goiânia,GO,Calçados,Sandalia Havaianas,3,77.25,231.75,32.11,199.64,cartão crédito,entregue
PED02343,2024-05-17,CLI2086,Porto Alegre,RS,Informática,Mouse Gamer,3,223.55,670.65,0.0,670.65,cartão crédito,entregue
PED02344,2024-10-16,CLI3614,Curitiba,PR,Brinquedos,Carrinho Hot Wheels,5,54.36,271.8,0.0,271.8,cartão débito,entregue
PED02345,2024-11-11,CLI2618,Porto Alegre,RS,Casa e Jardim,Vaso Decorativo,1,44.76,44.76,0.0,44.76,boleto,entregue
PED02346,2024-10-12,CLI3474,Recife,PE,Calçados,Sandalia Havaianas,5,87.13,435.65,0.0,435.65,boleto,entregue
PED02347,2024-02-10,CLI5891,Recife,PE,Esporte,Tenis Running,4,381.87,1527.48,0.0,1527.48,cartão crédito,entregue
PED02348,2024-03-29,CLI2633,Fortaleza,CE,Esporte,Bicicleta MTB,3,2215.05,6645.15,671.28,5973.87,cartão crédito,cancelado
PED02349,2024-08-08,CLI7250,Rio de Janeiro,RJ,Informática,Mouse Gamer,1,164.26,164.26,0.0,164.26,cartão crédito,entregue
PED02350,2024-11-30,CLI1918,Belo Horizonte,MG,Brinquedos,LEGO City,2,363.85,727.7,0.0,727.7,cartão crédito,processando
PED02351,2024-07-31,CLI3220,Florianópolis,SC,Eletrônicos,Smartphone Samsung,5,1971.01,9855.05,577.89,9277.16,cartão crédito,cancelado
PED02352,2024-01-06,CLI8616,Salvador,BA,Beleza,Perfume Importado,4,340.44,1361.76,0.0,1361.76,pix,cancelado
PED02353,2024-06-19,CLI1201,Belém,PA,Beleza,Perfume Importado,1,142.03,142.03,0.0,142.03,cartão crédito,processando
PED02354,2024-01-18,CLI8396,Goiânia,GO,Brinquedos,LEGO City,5,338.44,1692.2,0.0,1692.2,cartão crédito,entregue
PED02355,2024-01-22,CLI9344,Florianópolis,SC,Roupas,Camiseta Polo,2,108.65,217.3,0.0,217.3,pix,entregue
PED02356,2024-05-09,CLI5576,Salvador,BA,Livros,Python para Dados,2,94.85,189.7,0.0,189.7,boleto,entregue
PED02357,2024-02-05,CLI1103,Recife,PE,Roupas,Calça Jeans,1,176.81,176.81,0.0,176.81,pix,entregue
PED02358,2024-06-03,CLI3158,Porto Alegre,RS,Esporte,Bicicleta MTB,4,891.45,3565.8,441.3,3124.5,cartão crédito,entregue
PED02359,2024-04-19,CLI5421,Belém,PA,Calçados,Tenis Nike,4,255.39,1021.56,0.0,1021.56,cartão crédito,entregue
PED02360,2024-08-30,CLI7157,Belo Horizonte,MG,Eletrônicos,Smart TV 50pol,3,2227.13,6681.39,799.6,5881.79,pix,entregue
PED02361,2024-04-25,CLI8705,Belo Horizonte,MG,Casa e Jardim,Vaso Decorativo,2,73.65,147.3,6.98,140.32,pix,entregue
PED02362,2024-12-12,CLI5429,Belo Horizonte,MG,Brinquedos,Carrinho Hot Wheels,3,50.21,150.63,0.0,150.63,cartão débito,processando
PED02363,2024-03-08,CLI2741,Rio de Janeiro,RJ,Beleza,Secador Profissional,5,255.23,1276.15,0.0,1276.15,pix,em transporte
PED02364,2024-08-08,CLI7629,Manaus,AM,Roupas,Calça Jeans,5,178.85,894.25,22.9,871.35,boleto,entregue
PED02365,2024-09-20,CLI7902,Goiânia,GO,Informática,SSD 1TB,4,402.12,1608.48,0.0,1608.48,cartão crédito,entregue
PED02366,2024-05-17,CLI8474,Porto Alegre,RS,Brinquedos,Boneca Barbie,1,188.94,188.94,0.0,188.94,cartão débito,entregue
PED02367,2024-10-16,CLI1532,Rio de Janeiro,RJ,Alimentos,Azeite Importado,2,61.92,123.84,18.14,105.7,pix,entregue
PED02368,2024-01-26,CLI9668,Fortaleza,CE,Informática,SSD 1TB,2,334.3,668.6,0.0,668.6,cartão crédito,entregue
PED02369,2024-05-22,CLI5407,Manaus,AM,Informática,SSD 1TB,2,633.44,1266.88,186.16,1080.72,pix,entregue
PED02370,2024-10-20,CLI7721,Manaus,AM,Esporte,Kit Musculacao,1,401.67,401.67,0.0,401.67,cartão débito,entregue
PED02371,2024-02-03,CLI4265,Belo Horizonte,MG,Livros,O Senhor dos Aneis,2,102.86,205.72,0.0,205.72,boleto,em transporte
PED02372,2024-06-17,CLI4410,São Paulo,SP,Brinquedos,Carrinho Hot Wheels,2,55.32,110.64,0.0,110.64,cartão crédito,entregue
PED02373,2024-05-29,CLI7607,Florianópolis,SC,Eletrônicos,Smartphone Samsung,1,2461.65,2461.65,0.0,2461.65,pix,entregue
PED02374,2024-10-19,CLI2474,Belém,PA,Informática,Mouse Gamer,5,121.11,605.55,0.0,605.55,cartão crédito,entregue
PED02375,2024-07-15,CLI3494,Belém,PA,Roupas,Calça Jeans,1,83.93,83.93,10.71,73.22,cartão crédito,entregue
PED02376,2024-09-29,CLI8533,Belém,PA,Brinquedos,LEGO City,4,422.65,1690.6,0.0,1690.6,boleto,em transporte
PED02377,2024-10-05,CLI9972,Rio de Janeiro,RJ,Informática,Mouse Gamer,4,122.05,488.2,24.67,463.53,pix,entregue
PED02378,2024-11-01,CLI9438,Belém,PA,Esporte,Kit Musculacao,2,216.25,432.5,0.0,432.5,cartão débito,em transporte
PED02379,2024-05-05,CLI2351,Recife,PE,Casa e Jardim,Jogo de Panelas,4,179.69,718.76,0.0,718.76,cartão crédito,cancelado
PED02380,2024-07-08,CLI5245,Florianópolis,SC,Roupas,Calça Jeans,1,192.57,192.57,0.0,192.57,cartão débito,cancelado
PED02381,2024-11-21,CLI1197,Porto Alegre,RS,Calçados,Bota Couro,3,245.02,735.06,0.0,735.06,cartão crédito,entregue
PED02382,2024-08-16,CLI7145,Salvador,BA,Casa e Jardim,Aspirador Robo,2,766.64,1533.28,0.0,1533.28,pix,cancelado
PED02383,2024-08-09,CLI3429,Recife,PE,Informática,Teclado Mecanico,3,432.8,1298.4,168.12,1130.28,boleto,entregue
PED02384,2024-03-12,CLI9832,Florianópolis,SC,Roupas,Camiseta Polo,5,72.42,362.1,39.16,322.94,cartão crédito,em transporte
PED02385,2024-11-01,CLI1018,Porto Alegre,RS,Alimentos,Cafe Premium 500g,2,56.1,112.2,0.0,112.2,cartão crédito,entregue
PED02386,2024-12-18,CLI3227,Salvador,BA,Calçados,Tenis Nike,5,371.33,1856.65,138.38,1718.27,pix,entregue
PED02387,2024-04-23,CLI8445,Salvador,BA,Beleza,Secador Profissional,2,273.48,546.96,0.0,546.96,cartão crédito,entregue
PED02388,2024-03-12,CLI6439,Manaus,AM,Esporte,Bicicleta MTB,2,1853.58,3707.16,311.41,3395.75,cartão crédito,cancelado
PED02389,2024-06-16,CLI1293,Salvador,BA,Roupas,Vestido Floral,4,268.27,1073.08,126.56,946.52,cartão débito,em transporte
PED02390,2024-05-15,CLI7691,Fortaleza,CE,Livros,O Senhor dos Aneis,1,63.65,63.65,2.09,61.56,cartão crédito,entregue
PED02391,2024-02-14,CLI2470,São Paulo,SP,Roupas,Camiseta Polo,5,81.81,409.05,0.0,409.05,boleto,em transporte
PED02392,2024-02-05,CLI2467,Salvador,BA,Calçados,Tenis Nike,2,448.73,897.46,84.43,813.03,cartão crédito,entregue
PED02393,2024-06-15,CLI5236,Curitiba,PR,Esporte,Tenis Running,3,304.61,913.83,59.66,854.17,cartão débito,entregue
PED02394,2024-04-22,CLI5912,Goiânia,GO,Eletrônicos,Fone Bluetooth,2,373.46,746.92,46.94,699.98,pix,processando
PED02395,2024-07-06,CLI4358,Recife,PE,Eletrônicos,Smartphone Samsung,5,1402.66,7013.3,0.0,7013.3,boleto,entregue
PED02396,2024-08-03,CLI9047,Rio de Janeiro,RJ,Brinquedos,LEGO City,3,270.46,811.38,0.0,811.38,pix,cancelado
PED02397,2024-08-22,CLI4002,Goiânia,GO,Calçados,Tenis Nike,3,514.9,1544.7,29.25,1515.45,pix,entregue
PED02398,2024-06-28,CLI7556,Florianópolis,SC,Eletrônicos,Smart TV 50pol,4,2986.23,11944.92,694.17,11250.75,cartão crédito,processando
PED02399,2024-07-28,CLI8241,Manaus,AM,Calçados,Sandalia Havaianas,1,87.38,87.38,5.79,81.59,pix,processando
PED02400,2024-10-23,CLI4402,São Paulo,SP,Esporte,Tenis Running,3,489.32,1467.96,145.85,1322.11,cartão débito,entregue
PED02401,2024-10-16,CLI5937,Recife,PE,Eletrônicos,Fone Bluetooth,1,351.57,351.57,0.0,351.57,cartão crédito,entregue
PED02402,2024-06-06,CLI7869,Florianópolis,SC,Casa e Jardim,Aspirador Robo,3,1087.02,3261.06,0.0,3261.06,boleto,processando
PED02403,2024-06-21,CLI8091,Goiânia,GO,Livros,Sapiens,2,87.37,174.74,0.0,174.74,cartão débito,cancelado
PED02404,2024-07-23,CLI5528,Goiânia,GO,Beleza,Perfume Importado,3,179.06,537.18,1.39,535.79,cartão débito,em transporte
PED02405,2024-10-06,CLI2315,Manaus,AM,Roupas,Camiseta Polo,1,120.35,120.35,13.97,106.38,pix,entregue
PED02406,2024-06-06,CLI6527,Curitiba,PR,Brinquedos,LEGO City,1,457.15,457.15,0.0,457.15,boleto,cancelado
PED02407,2024-05-21,CLI7877,Belém,PA,Esporte,Tenis Running,5,622.52,3112.6,246.63,2865.97,pix,entregue
PED02408,2024-02-20,CLI1716,Rio de Janeiro,RJ,Livros,Python para Dados,3,149.29,447.87,0.0,447.87,cartão crédito,entregue
PED02409,2024-04-05,CLI1480,Curitiba,PR,Calçados,Sandalia Havaianas,3,41.76,125.28,1.55,123.73,cartão crédito,em transporte
PED02410,2024-05-02,CLI3331,Recife,PE,Livros,O Senhor dos Aneis,3,96.68,290.04,18.44,271.6,cartão crédito,em transporte
PED02411,2024-02-01,CLI4303,Florianópolis,SC,Alimentos,Whey Protein 2kg,1,277.99,277.99,0.0,277.99,cartão crédito,cancelado
PED02412,2024-02-15,CLI1531,Porto Alegre,RS,Brinquedos,Carrinho Hot Wheels,5,46.8,234.0,1.74,232.26,cartão crédito,entregue
PED02413,2024-02-20,CLI8645,Belém,PA,Esporte,Kit Musculacao,1,296.28,296.28,22.06,274.22,boleto,cancelado
PED02414,2024-03-20,CLI1834,Salvador,BA,Livros,O Senhor dos Aneis,1,113.08,113.08,15.0,98.08,boleto,cancelado
PED02415,2024-09-25,CLI6974,Salvador,BA,Esporte,Bicicleta MTB,5,1901.62,9508.1,907.26,8600.84,cartão crédito,em transporte
PED02416,2024-06-21,CLI3713,Manaus,AM,Roupas,Camiseta Polo,2,146.24,292.48,0.0,292.48,boleto,entregue
